EDP Range,SLF Case 1,SLF Case 2,SLF Case 3,SLF Case 4,SLF Case 5,SLF Case 6,SLF Case 7,SLF Case 8,SLF Case 9,SLF Case 10,SLF Case 11,SLF Case 12,SLF Case 13,SLF Case 14,SLF Case 15
47.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
47.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
47.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
47.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
47.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
47.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
48.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
49.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
50.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
51.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
52.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
53.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
54.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
