EDP Range,SLF Case 1,SLF Case 2,SLF Case 3,SLF Case 4,SLF Case 5,SLF Case 6,SLF Case 7,SLF Case 8,SLF Case 9,SLF Case 10,SLF Case 11,SLF Case 12,SLF Case 13,SLF Case 14,SLF Case 15
55.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
55.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
56.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
57.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
58.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
59.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
